,survived,sex,age,sibsp,parch,fare,embarked,boat,body,home.dest,Sex
986,0.0,male,22.0,0.0,0.0,7.125,2,,,,0.0
987,0.0,female,28.0,0.0,0.0,7.8792,1,,,,1.0
988,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
989,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
990,0.0,male,29.0,0.0,0.0,7.925,2,,,,0.0
991,1.0,male,28.0,0.0,0.0,7.2292,0,15,,,0.0
992,0.0,female,30.5,0.0,0.0,7.75,1,,61.0,,1.0
993,1.0,female,28.0,0.0,0.0,7.7375,1,16,,,1.0
994,0.0,male,28.0,0.0,0.0,7.2292,0,,,,0.0
995,0.0,male,35.0,0.0,0.0,7.8958,0,,,,0.0
996,0.0,male,33.0,0.0,0.0,7.8958,2,,,,0.0
997,1.0,female,28.0,0.0,0.0,7.225,0,C,,,1.0
998,0.0,male,28.0,0.0,0.0,7.8958,0,,,,0.0
999,1.0,female,28.0,0.0,0.0,7.75,1,15 16,,,1.0
1000,1.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
1001,1.0,female,28.0,2.0,0.0,23.25,1,16,,,1.0
1002,1.0,female,28.0,2.0,0.0,23.25,1,16,,,1.0
1003,1.0,male,28.0,2.0,0.0,23.25,1,16,,,0.0
1004,1.0,female,28.0,0.0,0.0,7.7875,1,13,,,1.0
1005,0.0,male,28.0,0.0,0.0,15.5,1,,,,0.0
1006,1.0,female,28.0,0.0,0.0,7.8792,1,13,,,1.0
1007,1.0,female,15.0,0.0,0.0,8.0292,1,,,,1.0
1008,0.0,female,35.0,0.0,0.0,7.75,1,,,,1.0
1009,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
1010,0.0,male,24.0,1.0,0.0,16.1,2,,,,0.0
1011,0.0,female,19.0,1.0,0.0,16.1,2,,53.0,,1.0
1012,0.0,female,28.0,0.0,0.0,7.75,1,,,,1.0
1013,0.0,female,28.0,0.0,0.0,8.05,2,,,,1.0
1014,0.0,female,28.0,0.0,0.0,8.05,2,,,,1.0
1015,0.0,male,55.5,0.0,0.0,8.05,2,,201.0,,0.0
1016,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
1017,1.0,male,21.0,0.0,0.0,7.775,2,15,,,0.0
1018,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1019,0.0,male,24.0,0.0,0.0,7.8958,2,,,,0.0
1020,0.0,male,21.0,0.0,0.0,7.8958,2,,,,0.0
1021,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1022,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1023,1.0,female,28.0,0.0,0.0,7.8792,1,16,,,1.0
1024,0.0,male,25.0,0.0,0.0,7.65,2,,309.0,,0.0
1025,1.0,male,6.0,0.0,1.0,12.475,2,14,,,0.0
1026,1.0,female,27.0,0.0,1.0,12.475,2,14,,,1.0
1027,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1028,1.0,female,28.0,1.0,0.0,24.15,1,16,,,1.0
1029,0.0,male,28.0,1.0,0.0,24.15,1,,,,0.0
1030,0.0,male,28.0,0.0,0.0,8.4583,1,,,,0.0
1031,0.0,male,34.0,0.0,0.0,8.05,2,,,,0.0
1032,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
1033,1.0,male,28.0,0.0,0.0,7.775,2,B,,,0.0
1034,1.0,male,28.0,1.0,1.0,15.2458,0,C,,,0.0
1035,1.0,male,28.0,1.0,1.0,15.2458,0,C,,,0.0
1036,1.0,female,28.0,0.0,2.0,15.2458,0,C,,,1.0
1037,1.0,female,28.0,0.0,0.0,7.2292,0,,,,1.0
1038,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1039,1.0,female,28.0,0.0,0.0,7.7333,1,16,,,1.0
1040,1.0,female,24.0,0.0,0.0,7.75,1,15,,,1.0
1041,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1042,1.0,female,28.0,1.0,0.0,15.5,1,16,,,1.0
1043,1.0,female,28.0,1.0,0.0,15.5,1,16,,,1.0
1044,1.0,female,28.0,0.0,0.0,15.5,1,16,,,1.0
1045,0.0,male,18.0,0.0,0.0,7.75,2,,,,0.0
1046,0.0,male,22.0,0.0,0.0,7.8958,2,,,,0.0
1047,1.0,female,15.0,0.0,0.0,7.225,0,C,,,1.0
1048,1.0,female,1.0,0.0,2.0,15.7417,0,C,,,1.0
1049,1.0,male,20.0,1.0,1.0,15.7417,0,C,,,0.0
1050,1.0,female,19.0,1.0,1.0,15.7417,0,C,,,1.0
1051,0.0,male,33.0,0.0,0.0,8.05,2,,,,0.0
1052,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1053,0.0,male,28.0,0.0,0.0,7.2292,0,,,,0.0
1054,0.0,female,28.0,0.0,0.0,7.75,1,,,,1.0
1055,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1056,1.0,male,12.0,1.0,0.0,11.2417,0,C,,,0.0
1057,1.0,female,14.0,1.0,0.0,11.2417,0,C,,,1.0
1058,0.0,female,29.0,0.0,0.0,7.925,2,,,,1.0
1059,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1060,1.0,female,18.0,0.0,0.0,7.775,2,D,,,1.0
1061,1.0,female,26.0,0.0,0.0,7.8542,2,13,,,1.0
1062,0.0,male,21.0,0.0,0.0,7.8542,2,,,,0.0
1063,0.0,male,41.0,0.0,0.0,7.125,2,,,"Finland Sudbury, ON",0.0
1064,1.0,male,39.0,0.0,0.0,7.925,2,9,,,0.0
1065,0.0,male,21.0,0.0,0.0,7.8,2,,,,0.0
1066,0.0,male,28.5,0.0,0.0,7.2292,0,,181.0,,0.0
1067,1.0,female,22.0,0.0,0.0,7.75,2,13,,,1.0
1068,0.0,male,61.0,0.0,0.0,6.2375,2,,,,0.0
1069,0.0,male,28.0,1.0,0.0,15.5,1,,,,0.0
1070,0.0,male,28.0,0.0,0.0,7.8292,1,,,,0.0
1071,1.0,female,28.0,1.0,0.0,15.5,1,,,,1.0
1072,0.0,male,28.0,0.0,0.0,7.7333,1,,,,0.0
1073,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
1074,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
1075,0.0,male,23.0,0.0,0.0,9.225,2,,,,0.0
1076,0.0,female,28.0,0.0,0.0,7.75,1,,,,1.0
1077,1.0,female,28.0,0.0,0.0,7.75,1,D,,,1.0
1078,1.0,female,28.0,0.0,0.0,7.8792,1,,,,1.0
1079,1.0,female,22.0,0.0,0.0,7.775,2,C,,,1.0
1080,1.0,male,28.0,0.0,0.0,7.75,1,B,,,0.0
1081,1.0,female,28.0,0.0,0.0,7.8292,1,13,,,1.0
1082,1.0,male,9.0,0.0,1.0,3.1708,2,13,,,0.0
1083,0.0,male,28.0,0.0,0.0,22.525,2,,173.0,,0.0
1084,0.0,male,42.0,0.0,1.0,8.4042,2,,,,0.0
1085,0.0,male,28.0,0.0,0.0,7.3125,2,,,,0.0
1086,0.0,female,31.0,0.0,0.0,7.8542,2,,,,1.0
1087,0.0,male,28.0,0.0,0.0,7.8542,2,,,,0.0
1088,1.0,male,32.0,0.0,0.0,7.775,2,A,,,0.0
1089,0.0,male,20.0,0.0,0.0,9.225,2,,89.0,"Oslo, Norway Cameron, WI",0.0
1090,0.0,female,23.0,0.0,0.0,8.6625,2,,,,1.0
1091,0.0,female,20.0,0.0,0.0,8.6625,2,,,,1.0
1092,0.0,male,20.0,0.0,0.0,8.6625,2,,,,0.0
1093,0.0,male,16.0,0.0,0.0,9.2167,2,,,,0.0
1094,1.0,female,31.0,0.0,0.0,8.6833,2,,,,1.0
1095,0.0,female,28.0,0.0,0.0,7.6292,1,,,,1.0
1096,0.0,male,2.0,3.0,1.0,21.075,2,,4.0,,0.0
1097,0.0,male,6.0,3.0,1.0,21.075,2,,,,0.0
1098,0.0,female,3.0,3.0,1.0,21.075,2,,,,1.0
1099,0.0,female,8.0,3.0,1.0,21.075,2,,,,1.0
1100,0.0,female,29.0,0.0,4.0,21.075,2,,206.0,,1.0
1101,0.0,male,1.0,4.0,1.0,39.6875,2,,,,0.0
1102,0.0,male,7.0,4.0,1.0,39.6875,2,,,,0.0
1103,0.0,male,2.0,4.0,1.0,39.6875,2,,,,0.0
1104,0.0,male,16.0,4.0,1.0,39.6875,2,,,,0.0
1105,0.0,male,14.0,4.0,1.0,39.6875,2,,,,0.0
1106,0.0,female,41.0,0.0,5.0,39.6875,2,,,,1.0
1107,0.0,male,21.0,0.0,0.0,8.6625,2,,,,0.0
1108,0.0,male,19.0,0.0,0.0,14.5,2,,,,0.0
1109,0.0,male,28.0,0.0,0.0,8.7125,0,,,,0.0
1110,0.0,male,32.0,0.0,0.0,7.8958,2,,,,0.0
1111,0.0,male,0.75,1.0,1.0,13.775,2,,,,0.0
1112,0.0,female,3.0,1.0,1.0,13.775,2,,,,1.0
1113,0.0,female,26.0,0.0,2.0,13.775,2,,,,1.0
1114,0.0,male,28.0,0.0,0.0,7.0,2,,,,0.0
1115,0.0,male,28.0,0.0,0.0,7.775,2,,,,0.0
1116,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1117,0.0,male,21.0,0.0,0.0,7.925,2,,,,0.0
1118,0.0,male,25.0,0.0,0.0,7.925,2,,,,0.0
1119,0.0,male,22.0,0.0,0.0,7.25,2,,,,0.0
1120,1.0,male,25.0,1.0,0.0,7.775,2,15,,,0.0
1121,1.0,male,28.0,1.0,1.0,22.3583,0,C,,,0.0
1122,1.0,female,28.0,1.0,1.0,22.3583,0,D,,,1.0
1123,1.0,female,28.0,0.0,2.0,22.3583,0,D,,,1.0
1124,0.0,female,28.0,0.0,0.0,8.1375,1,,,,1.0
1125,0.0,male,24.0,0.0,0.0,8.05,2,,,,0.0
1126,0.0,female,28.0,0.0,0.0,7.8958,2,,,,1.0
1127,0.0,male,19.0,0.0,0.0,7.8958,2,,,,0.0
1128,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1129,0.0,male,25.0,1.0,0.0,7.775,2,,,,0.0
1130,0.0,female,18.0,0.0,0.0,7.775,2,,,,1.0
1131,1.0,male,32.0,0.0,0.0,8.05,2,9,,,0.0
1132,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1133,0.0,male,17.0,0.0,0.0,8.6625,2,,,,0.0
1134,0.0,male,24.0,0.0,0.0,8.6625,2,,,,0.0
1135,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1136,0.0,female,28.0,0.0,0.0,8.1125,2,,,,1.0
1137,0.0,male,28.0,0.0,0.0,7.2292,0,,,,0.0
1138,0.0,male,28.0,0.0,0.0,7.25,2,,,,0.0
1139,0.0,male,38.0,0.0,0.0,7.8958,2,,,,0.0
1140,0.0,male,21.0,0.0,0.0,8.05,2,,,,0.0
1141,0.0,male,10.0,4.0,1.0,29.125,1,,,,0.0
1142,0.0,male,4.0,4.0,1.0,29.125,1,,,,0.0
1143,0.0,male,7.0,4.0,1.0,29.125,1,,,,0.0
1144,0.0,male,2.0,4.0,1.0,29.125,1,,,,0.0
1145,0.0,male,8.0,4.0,1.0,29.125,1,,,,0.0
1146,0.0,female,39.0,0.0,5.0,29.125,1,,327.0,,1.0
1147,0.0,female,22.0,0.0,0.0,39.6875,2,,,,1.0
1148,0.0,male,35.0,0.0,0.0,7.125,2,,,,0.0
1149,1.0,female,28.0,0.0,0.0,7.7208,1,13,,,1.0
1150,0.0,male,28.0,0.0,0.0,14.5,2,,,,0.0
1151,0.0,female,28.0,0.0,0.0,14.5,2,,,,1.0
1152,0.0,male,50.0,1.0,0.0,14.5,2,,119.0,,0.0
1153,0.0,female,47.0,1.0,0.0,14.5,2,,7.0,,1.0
1154,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1155,0.0,male,28.0,0.0,0.0,7.775,2,,,,0.0
1156,0.0,female,2.0,1.0,1.0,20.2125,2,,,,1.0
1157,0.0,male,18.0,1.0,1.0,20.2125,2,,,,0.0
1158,0.0,female,41.0,0.0,2.0,20.2125,2,,,,1.0
1159,1.0,female,28.0,0.0,0.0,8.05,2,C,,,1.0
1160,0.0,male,50.0,0.0,0.0,8.05,2,,,,0.0
1161,0.0,male,16.0,0.0,0.0,8.05,2,,,,0.0
1162,1.0,male,28.0,0.0,0.0,7.75,1,14,,,0.0
1163,0.0,male,28.0,0.0,0.0,24.15,1,,,,0.0
1164,0.0,male,28.0,0.0,0.0,7.2292,0,,,,0.0
1165,0.0,male,25.0,0.0,0.0,7.225,0,,,,0.0
1166,0.0,male,28.0,0.0,0.0,7.225,0,,,,0.0
1167,0.0,male,28.0,0.0,0.0,7.7292,1,,,,0.0
1168,0.0,male,28.0,0.0,0.0,7.575,2,,,,0.0
1169,0.0,male,38.5,0.0,0.0,7.25,2,,32.0,,0.0
1170,0.0,male,28.0,8.0,2.0,69.55,2,,,,0.0
1171,0.0,male,14.5,8.0,2.0,69.55,2,,67.0,,0.0
1172,0.0,female,28.0,8.0,2.0,69.55,2,,,,1.0
1173,0.0,female,28.0,8.0,2.0,69.55,2,,,,1.0
1174,0.0,female,28.0,8.0,2.0,69.55,2,,,,1.0
1175,0.0,female,28.0,8.0,2.0,69.55,2,,,,1.0
1176,0.0,male,28.0,8.0,2.0,69.55,2,,,,0.0
1177,0.0,male,28.0,8.0,2.0,69.55,2,,,,0.0
1178,0.0,male,28.0,8.0,2.0,69.55,2,,,,0.0
1179,0.0,male,28.0,1.0,9.0,69.55,2,,,,0.0
1180,0.0,female,28.0,1.0,9.0,69.55,2,,,,1.0
1181,0.0,male,24.0,0.0,0.0,9.325,2,,,,0.0
1182,1.0,female,21.0,0.0,0.0,7.65,2,C,,,1.0
1183,0.0,male,39.0,0.0,0.0,7.925,2,,,,0.0
1184,0.0,male,28.0,2.0,0.0,21.6792,0,,,,0.0
1185,0.0,male,28.0,2.0,0.0,21.6792,0,,,,0.0
1186,0.0,male,28.0,2.0,0.0,21.6792,0,,,,0.0
1187,1.0,female,1.0,1.0,1.0,16.7,2,13,,,1.0
1188,1.0,female,24.0,0.0,2.0,16.7,2,13,,,1.0
1189,1.0,female,4.0,1.0,1.0,16.7,2,13,,,1.0
1190,1.0,male,25.0,0.0,0.0,9.5,2,11,,,0.0
1191,0.0,male,20.0,0.0,0.0,8.05,2,,,,0.0
1192,0.0,male,24.5,0.0,0.0,8.05,2,,284.0,,0.0
1193,0.0,male,28.0,0.0,0.0,7.725,1,,,,0.0
1194,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1195,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
1196,1.0,male,29.0,0.0,0.0,9.5,2,11,,,0.0
1197,0.0,male,28.0,0.0,0.0,15.1,2,,,,0.0
1198,1.0,female,28.0,0.0,0.0,7.7792,1,,,,1.0
1199,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1200,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1201,0.0,male,22.0,0.0,0.0,7.2292,0,,,,0.0
1202,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1203,0.0,male,40.0,0.0,0.0,7.8958,2,,,,0.0
1204,0.0,male,21.0,0.0,0.0,7.925,2,,,,0.0
1205,1.0,female,18.0,0.0,0.0,7.4958,2,16,,,1.0
1206,0.0,male,4.0,3.0,2.0,27.9,2,,,,0.0
1207,0.0,male,10.0,3.0,2.0,27.9,2,,,,0.0
1208,0.0,female,9.0,3.0,2.0,27.9,2,,,,1.0
1209,0.0,female,2.0,3.0,2.0,27.9,2,,,,1.0
1210,0.0,male,40.0,1.0,4.0,27.9,2,,,,0.0
1211,0.0,female,45.0,1.0,4.0,27.9,2,,,,1.0
1212,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1213,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1214,0.0,male,28.0,0.0,0.0,8.6625,2,,,,0.0
1215,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
1216,1.0,female,28.0,0.0,0.0,7.7333,1,13,,,1.0
1217,0.0,male,19.0,0.0,0.0,7.65,2,,,,0.0
1218,0.0,male,30.0,0.0,0.0,8.05,2,,,,0.0
1219,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1220,0.0,male,32.0,0.0,0.0,8.05,2,,,,0.0
1221,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1222,0.0,male,33.0,0.0,0.0,8.6625,0,,,,0.0
1223,1.0,female,23.0,0.0,0.0,7.55,2,C,,,1.0
1224,0.0,male,21.0,0.0,0.0,8.05,2,,,,0.0
1225,0.0,male,60.5,0.0,0.0,,2,,261.0,,0.0
1226,0.0,male,19.0,0.0,0.0,7.8958,2,,,,0.0
1227,0.0,female,22.0,0.0,0.0,9.8375,2,,,,1.0
1228,1.0,male,31.0,0.0,0.0,7.925,2,9,,,0.0
1229,0.0,male,27.0,0.0,0.0,8.6625,2,,,,0.0
1230,0.0,female,2.0,0.0,1.0,10.4625,2,,,,1.0
1231,0.0,female,29.0,1.0,1.0,10.4625,2,,,,1.0
1232,1.0,male,16.0,0.0,0.0,8.05,2,B,,,0.0
1233,1.0,male,44.0,0.0,0.0,7.925,2,15,,,0.0
1234,0.0,male,25.0,0.0,0.0,7.05,2,,,,0.0
1235,0.0,male,74.0,0.0,0.0,7.775,2,,,,0.0
1236,1.0,male,14.0,0.0,0.0,9.225,2,13,,,0.0
1237,0.0,male,24.0,0.0,0.0,7.7958,2,,,,0.0
1238,1.0,male,25.0,0.0,0.0,7.7958,2,13 15,,,0.0
1239,0.0,male,34.0,0.0,0.0,8.05,2,,176.0,,0.0
1240,1.0,male,0.4167,0.0,1.0,8.5167,0,16,,,0.0
1241,0.0,male,28.0,1.0,0.0,6.4375,0,,,,0.0
1242,0.0,male,28.0,0.0,0.0,6.4375,0,,,,0.0
1243,0.0,male,28.0,0.0,0.0,7.225,0,,,,0.0
1244,1.0,female,16.0,1.0,1.0,8.5167,0,14,,,1.0
1245,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1246,0.0,male,28.0,1.0,0.0,16.1,2,,,,0.0
1247,1.0,female,28.0,1.0,0.0,16.1,2,10,,,1.0
1248,0.0,male,32.0,0.0,0.0,7.925,2,,,,0.0
1249,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
1250,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
1251,0.0,male,30.5,0.0,0.0,8.05,2,,50.0,,0.0
1252,0.0,male,44.0,0.0,0.0,8.05,2,,,,0.0
1253,0.0,male,28.0,0.0,0.0,7.2292,0,,,,0.0
1254,1.0,male,25.0,0.0,0.0,0.0,2,15,,,0.0
1255,0.0,male,28.0,0.0,0.0,7.2292,0,,,,0.0
1256,1.0,male,7.0,1.0,1.0,15.2458,0,C,,,0.0
1257,1.0,female,9.0,1.0,1.0,15.2458,0,C,,,1.0
1258,1.0,female,29.0,0.0,2.0,15.2458,0,C,,,1.0
1259,0.0,male,36.0,0.0,0.0,7.8958,2,,,,0.0
1260,1.0,female,18.0,0.0,0.0,9.8417,2,15,,,1.0
1261,1.0,female,63.0,0.0,0.0,9.5875,2,15,,,1.0
1262,0.0,male,28.0,1.0,1.0,14.5,2,,,,0.0
1263,0.0,male,11.5,1.0,1.0,14.5,2,,1.0,,0.0
1264,0.0,male,40.5,0.0,2.0,14.5,2,,255.0,,0.0
1265,0.0,female,10.0,0.0,2.0,24.15,2,,,,1.0
1266,0.0,male,36.0,1.0,1.0,24.15,2,,,,0.0
1267,0.0,female,30.0,1.0,1.0,24.15,2,,,,1.0
1268,0.0,male,28.0,0.0,0.0,9.5,2,,,,0.0
1269,0.0,male,33.0,0.0,0.0,9.5,2,,,,0.0
1270,0.0,male,28.0,0.0,0.0,9.5,2,,,,0.0
1271,0.0,male,28.0,0.0,0.0,9.5,2,,,,0.0
1272,0.0,male,47.0,0.0,0.0,9.0,2,,,,0.0
1273,0.0,female,18.0,2.0,0.0,18.0,2,,,,1.0
1274,0.0,male,31.0,3.0,0.0,18.0,2,,,,0.0
1275,0.0,male,16.0,2.0,0.0,18.0,2,,,,0.0
1276,0.0,female,31.0,1.0,0.0,18.0,2,,,,1.0
1277,1.0,male,22.0,0.0,0.0,7.225,0,13 15,,,0.0
1278,0.0,male,20.0,0.0,0.0,7.8542,2,,,,0.0
1279,0.0,female,14.0,0.0,0.0,7.8542,2,,,,1.0
1280,0.0,male,22.0,0.0,0.0,7.8958,2,,,,0.0
1281,0.0,male,22.0,0.0,0.0,9.0,2,,,"Antwerp, Belgium / Stanton, OH",0.0
1282,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1283,0.0,male,28.0,0.0,0.0,7.55,2,,,,0.0
1284,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1285,0.0,male,32.5,0.0,0.0,9.5,2,,298.0,,0.0
1286,1.0,female,38.0,0.0,0.0,7.2292,0,C,,,1.0
1287,0.0,male,51.0,0.0,0.0,7.75,2,,,,0.0
1288,0.0,male,18.0,1.0,0.0,6.4958,2,,314.0,,0.0
1289,0.0,male,21.0,1.0,0.0,6.4958,2,,,,0.0
1290,1.0,female,47.0,1.0,0.0,7.0,2,,,,1.0
1291,0.0,male,28.0,0.0,0.0,8.7125,2,,,,0.0
1292,0.0,male,28.0,0.0,0.0,7.55,2,,,,0.0
1293,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
1294,0.0,male,28.5,0.0,0.0,16.1,2,,14.0,,0.0
1295,0.0,male,21.0,0.0,0.0,7.25,2,,,,0.0
1296,0.0,male,27.0,0.0,0.0,8.6625,2,,131.0,,0.0
1297,0.0,male,28.0,0.0,0.0,7.25,2,,,,0.0
1298,0.0,male,36.0,0.0,0.0,9.5,2,,,,0.0
1299,0.0,male,27.0,1.0,0.0,14.4542,0,C,,,0.0
1300,1.0,female,15.0,1.0,0.0,14.4542,0,,,,1.0
1301,0.0,male,45.5,0.0,0.0,7.225,0,,312.0,,0.0
1302,0.0,male,28.0,0.0,0.0,7.225,0,,,,0.0
1303,0.0,male,28.0,0.0,0.0,14.4583,0,,,,0.0
1304,0.0,female,14.5,1.0,0.0,14.4542,0,,328.0,,1.0
1305,0.0,female,28.0,1.0,0.0,14.4542,0,,,,1.0
1306,0.0,male,26.5,0.0,0.0,7.225,0,,304.0,,0.0
1307,0.0,male,27.0,0.0,0.0,7.225,0,,,,0.0
1308,0.0,male,29.0,0.0,0.0,7.875,2,,,,0.0
1309,,,28.0,,,,2,,,,
